scenario,seed,metric_group,metric,scale,proposed,simple,per_agent,proposed_minus_simple,proposed_minus_per_agent,interpretation_class
HarvestCap,20260818,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.004330326162,0.115064191534,0.0,-0.11073386537199999,0.004330326162,Primary accuracy
HarvestCap,20260819,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.004163775156,0.115431991672,0.0,-0.111268216516,0.004163775156,Primary accuracy
HarvestCap,20260820,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.003164469119,0.114564538515,0.0,-0.111400069396,0.003164469119,Primary accuracy
HarvestCap,20260821,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.003164469119,0.115431991672,0.0,-0.112267522553,0.003164469119,Primary accuracy
HarvestCap,20260822,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.004330326162,0.115730395559,0.0,-0.11140006939699999,0.004330326162,Primary accuracy
HarvestCap,20260823,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.003497571131,0.113860166551,0.0,-0.11036259542,0.003497571131,Primary accuracy
HarvestCap,20260824,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.002997918112,0.115064191534,0.0,-0.112066273422,0.002997918112,Primary accuracy
HarvestCap,20260825,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.004663428175,0.114731089521,0.0,-0.110067661346,0.004663428175,Primary accuracy
HarvestCap,20260826,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.002997918112,0.113731783484,0.0,-0.110733865372,0.002997918112,Primary accuracy
HarvestCap,20260827,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.003830673144,0.114564538515,0.0,-0.110733865371,0.003830673144,Primary accuracy
HarvestCap,20260828,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.003331020125,0.115397293546,0.0,-0.11206627342099999,0.003331020125,Primary accuracy
HarvestCap,20260829,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.003164469119,0.115896946565,0.0,-0.11273247744600001,0.003164469119,Primary accuracy
HarvestCap,20260830,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.002831367106,0.11523074254,0.0,-0.112399375434,0.002831367106,Primary accuracy
HarvestCap,20260831,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.003164469119,0.11509888966,0.0,-0.111934420541,0.003164469119,Primary accuracy
HarvestCap,20260832,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.003164469119,0.11523074254,0.0,-0.112066273421,0.003164469119,Primary accuracy
HarvestCap,20260833,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.003164469119,0.114859472588,0.0,-0.111695003469,0.003164469119,Primary accuracy
HarvestCap,20260834,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.003830673144,0.114193268563,0.0,-0.110362595419,0.003830673144,Primary accuracy
HarvestCap,20260835,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.002831367106,0.114564538515,0.0,-0.11173317140899999,0.002831367106,Primary accuracy
HarvestCap,20260836,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.002831367106,0.114897640527,0.0,-0.11206627342099999,0.002831367106,Primary accuracy
HarvestCap,20260837,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.003830673144,0.114564538515,0.0,-0.110733865371,0.003830673144,Primary accuracy
HarvestCap,20260838,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.002831367106,0.114765787647,0.0,-0.111934420541,0.002831367106,Primary accuracy
HarvestCap,20260839,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.002831367106,0.114231436502,0.0,-0.111400069396,0.002831367106,Primary accuracy
HarvestCap,20260840,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.003664122137,0.115064191534,0.0,-0.11140006939699999,0.003664122137,Primary accuracy
HarvestCap,20260841,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.003830673144,0.11523074254,0.0,-0.111400069396,0.003830673144,Primary accuracy
HarvestCap,20260842,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.003830673144,0.114859472588,0.0,-0.111028799444,0.003830673144,Primary accuracy
HarvestCap,20260843,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.002498265094,0.114564538515,0.0,-0.11206627342099999,0.002498265094,Primary accuracy
HarvestCap,20260844,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,0.002498265094,0.11656315059,0.0,-0.114064885496,0.002498265094,Primary accuracy
HarvestCap,20260815,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.007508674532,0.0,-0.007508674532,0.0,Primary accuracy
HarvestCap,20260816,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009993060375,0.0,-0.009993060375,0.0,Primary accuracy
HarvestCap,20260817,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009993060375,0.0,-0.009993060375,0.0,Primary accuracy
HarvestCap,20260818,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009993060375,0.0,-0.009993060375,0.0,Primary accuracy
HarvestCap,20260819,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.007508674532,0.0,-0.007508674532,0.0,Primary accuracy
HarvestCap,20260820,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009993060375,0.0,-0.009993060375,0.0,Primary accuracy
HarvestCap,20260821,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.007508674532,0.0,-0.007508674532,0.0,Primary accuracy
HarvestCap,20260822,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009993060375,0.0,-0.009993060375,0.0,Primary accuracy
HarvestCap,20260823,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009996530187,0.0,-0.009996530187,0.0,Primary accuracy
HarvestCap,20260824,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009993060375,0.0,-0.009993060375,0.0,Primary accuracy
HarvestCap,20260825,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009993060375,0.0,-0.009993060375,0.0,Primary accuracy
HarvestCap,20260826,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009993060375,0.0,-0.009993060375,0.0,Primary accuracy
HarvestCap,20260827,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009993060375,0.0,-0.009993060375,0.0,Primary accuracy
HarvestCap,20260828,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009993060375,0.0,-0.009993060375,0.0,Primary accuracy
HarvestCap,20260829,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009993060375,0.0,-0.009993060375,0.0,Primary accuracy
HarvestCap,20260830,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009993060375,0.0,-0.009993060375,0.0,Primary accuracy
HarvestCap,20260831,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.007508674532,0.0,-0.007508674532,0.0,Primary accuracy
HarvestCap,20260832,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009993060375,0.0,-0.009993060375,0.0,Primary accuracy
HarvestCap,20260833,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009996530187,0.0,-0.009996530187,0.0,Primary accuracy
HarvestCap,20260834,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009996530187,0.0,-0.009996530187,0.0,Primary accuracy
HarvestCap,20260835,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009993060375,0.0,-0.009993060375,0.0,Primary accuracy
HarvestCap,20260836,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009993060375,0.0,-0.009993060375,0.0,Primary accuracy
HarvestCap,20260837,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009993060375,0.0,-0.009993060375,0.0,Primary accuracy
HarvestCap,20260838,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.007508674532,0.0,-0.007508674532,0.0,Primary accuracy
HarvestCap,20260839,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009993060375,0.0,-0.009993060375,0.0,Primary accuracy
HarvestCap,20260840,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009993060375,0.0,-0.009993060375,0.0,Primary accuracy
HarvestCap,20260841,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009993060375,0.0,-0.009993060375,0.0,Primary accuracy
HarvestCap,20260842,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009996530187,0.0,-0.009996530187,0.0,Primary accuracy
HarvestCap,20260843,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009993060375,0.0,-0.009993060375,0.0,Primary accuracy
HarvestCap,20260844,Macro trajectory error,Trajectory.Repaired,N=100,0.0,0.009993060375,0.0,-0.009993060375,0.0,Primary accuracy
HarvestCap,20260815,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260816,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260817,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260818,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260819,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260820,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260821,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260822,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260823,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260824,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260825,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260826,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260827,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260828,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260829,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260830,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260831,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260832,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260833,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260834,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260835,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260836,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260837,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260838,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260839,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260840,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260841,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260842,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260843,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260844,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,0.0,0.0,0.0,0.0,0.0,Primary accuracy
HarvestCap,20260815,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.000992366412,0.0,-0.000992366412,0.0,Primary accuracy
HarvestCap,20260816,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001325468425,0.0,-0.001325468425,0.0,Primary accuracy
HarvestCap,20260817,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001325468425,0.0,-0.001325468425,0.0,Primary accuracy
HarvestCap,20260818,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001325468425,0.0,-0.001325468425,0.0,Primary accuracy
HarvestCap,20260819,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.000992366412,0.0,-0.000992366412,0.0,Primary accuracy
HarvestCap,20260820,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001325468425,0.0,-0.001325468425,0.0,Primary accuracy
HarvestCap,20260821,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.000992366412,0.0,-0.000992366412,0.0,Primary accuracy
HarvestCap,20260822,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001325468425,0.0,-0.001325468425,0.0,Primary accuracy
HarvestCap,20260823,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001318528799,0.0,-0.001318528799,0.0,Primary accuracy
HarvestCap,20260824,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001325468425,0.0,-0.001325468425,0.0,Primary accuracy
HarvestCap,20260825,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001325468425,0.0,-0.001325468425,0.0,Primary accuracy
HarvestCap,20260826,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001325468425,0.0,-0.001325468425,0.0,Primary accuracy
HarvestCap,20260827,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001325468425,0.0,-0.001325468425,0.0,Primary accuracy
HarvestCap,20260828,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001325468425,0.0,-0.001325468425,0.0,Primary accuracy
HarvestCap,20260829,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001325468425,0.0,-0.001325468425,0.0,Primary accuracy
HarvestCap,20260830,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001325468425,0.0,-0.001325468425,0.0,Primary accuracy
HarvestCap,20260831,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.000992366412,0.0,-0.000992366412,0.0,Primary accuracy
HarvestCap,20260832,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001325468425,0.0,-0.001325468425,0.0,Primary accuracy
HarvestCap,20260833,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001318528799,0.0,-0.001318528799,0.0,Primary accuracy
HarvestCap,20260834,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001318528799,0.0,-0.001318528799,0.0,Primary accuracy
HarvestCap,20260835,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001325468425,0.0,-0.001325468425,0.0,Primary accuracy
HarvestCap,20260836,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001325468425,0.0,-0.001325468425,0.0,Primary accuracy
HarvestCap,20260837,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001325468425,0.0,-0.001325468425,0.0,Primary accuracy
HarvestCap,20260838,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.000992366412,0.0,-0.000992366412,0.0,Primary accuracy
HarvestCap,20260839,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001325468425,0.0,-0.001325468425,0.0,Primary accuracy
HarvestCap,20260840,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001325468425,0.0,-0.001325468425,0.0,Primary accuracy
HarvestCap,20260841,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001325468425,0.0,-0.001325468425,0.0,Primary accuracy
HarvestCap,20260842,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001318528799,0.0,-0.001318528799,0.0,Primary accuracy
HarvestCap,20260843,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001325468425,0.0,-0.001325468425,0.0,Primary accuracy
HarvestCap,20260844,Macro trajectory error,Trajectory.UnderRepair,N=100,0.0,0.001325468425,0.0,-0.001325468425,0.0,Primary accuracy
HarvestCap,20260815,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.002095805192,0.412127299318,0.0,-0.41003149412600004,0.002095805192,Primary accuracy
HarvestCap,20260816,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.001891398546,0.383256717163,0.0,-0.381365318617,0.001891398546,Primary accuracy
HarvestCap,20260817,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.00225505311,0.382873232117,0.0,-0.38061817900699996,0.00225505311,Primary accuracy
HarvestCap,20260818,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.003080608548,0.382636619903,0.0,-0.379556011355,0.003080608548,Primary accuracy
HarvestCap,20260819,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.002561481224,0.411884088649,0.0,-0.409322607425,0.002561481224,Primary accuracy
HarvestCap,20260820,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.002435393149,0.382260835243,0.0,-0.379825442094,0.002435393149,Primary accuracy
HarvestCap,20260821,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.001970657356,0.411256555392,0.0,-0.409285898036,0.001970657356,Primary accuracy
HarvestCap,20260822,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.00301373017,0.383231581261,0.0,-0.380217851091,0.00301373017,Primary accuracy
HarvestCap,20260823,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.002558844206,0.388291925369,0.0,-0.385733081163,0.002558844206,Primary accuracy
HarvestCap,20260824,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.002216721948,0.382730207813,0.0,-0.380513485865,0.002216721948,Primary accuracy
HarvestCap,20260825,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.003459367824,0.382278730242,0.0,-0.37881936241799996,0.003459367824,Primary accuracy
HarvestCap,20260826,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.002680063754,0.381519155577,0.0,-0.378839091823,0.002680063754,Primary accuracy
HarvestCap,20260827,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.002905303006,0.382188832388,0.0,-0.379283529382,0.002905303006,Primary accuracy
HarvestCap,20260828,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.002354671324,0.38300581358,0.0,-0.380651142256,0.002354671324,Primary accuracy
HarvestCap,20260829,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.001991755472,0.38359973191,0.0,-0.38160797643800004,0.001991755472,Primary accuracy
HarvestCap,20260830,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.001682351882,0.383016977553,0.0,-0.381334625671,0.001682351882,Primary accuracy
HarvestCap,20260831,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.001972528697,0.411081593609,0.0,-0.409109064912,0.001972528697,Primary accuracy
HarvestCap,20260832,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.001853557594,0.383004235652,0.0,-0.38115067805799996,0.001853557594,Primary accuracy
HarvestCap,20260833,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.002055726185,0.389112208605,0.0,-0.38705648242,0.002055726185,Primary accuracy
HarvestCap,20260834,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.002698222065,0.38856693044,0.0,-0.38586870837500004,0.002698222065,Primary accuracy
HarvestCap,20260835,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.001971164346,0.382419558768,0.0,-0.380448394422,0.001971164346,Primary accuracy
HarvestCap,20260836,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.00206955249,0.382623534836,0.0,-0.38055398234599996,0.00206955249,Primary accuracy
HarvestCap,20260837,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.00296647687,0.382166649714,0.0,-0.379200172844,0.00296647687,Primary accuracy
HarvestCap,20260838,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.001687979515,0.411486857585,0.0,-0.40979887807,0.001687979515,Primary accuracy
HarvestCap,20260839,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.002326990411,0.382000045189,0.0,-0.379673054778,0.002326990411,Primary accuracy
HarvestCap,20260840,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.002712241873,0.382643113998,0.0,-0.379930872125,0.002712241873,Primary accuracy
HarvestCap,20260841,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.002813493666,0.382781337693,0.0,-0.379967844027,0.002813493666,Primary accuracy
HarvestCap,20260842,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.002525463548,0.389126877033,0.0,-0.386601413485,0.002525463548,Primary accuracy
HarvestCap,20260843,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.001950783616,0.382362744771,0.0,-0.38041196115500003,0.001950783616,Primary accuracy
HarvestCap,20260844,Macro trajectory error,Trajectory.WoodPrice,P0=1,0.00149250894,0.384490481072,0.0,-0.382997972132,0.00149250894,Primary accuracy
HarvestCap,20260815,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.016666666667,0.016666666667,0.0,0.0,0.016666666667,Continuity
HarvestCap,20260816,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.016666666667,0.033333333333,0.0,-0.016666666666000002,0.016666666667,Continuity
HarvestCap,20260817,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.05,0.1,0.0,-0.05,0.05,Continuity
HarvestCap,20260818,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.016666666667,0.016666666667,0.0,0.0,0.016666666667,Continuity
HarvestCap,20260819,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.0,0.066666666667,0.0,-0.066666666667,0.0,Continuity
HarvestCap,20260820,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.016666666667,0.033333333333,0.0,-0.016666666666000002,0.016666666667,Continuity
HarvestCap,20260821,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.016666666667,0.016666666667,0.0,0.0,0.016666666667,Continuity
HarvestCap,20260822,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.05,0.1,0.0,-0.05,0.05,Continuity
HarvestCap,20260823,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.066666666667,0.066666666667,0.0,0.0,0.066666666667,Continuity
HarvestCap,20260824,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.05,0.116666666667,0.0,-0.066666666667,0.05,Continuity
HarvestCap,20260825,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.0,0.05,0.0,-0.05,0.0,Continuity
HarvestCap,20260826,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.016666666667,0.083333333333,0.0,-0.06666666666599999,0.016666666667,Continuity
HarvestCap,20260827,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.016666666667,0.1,0.0,-0.083333333333,0.016666666667,Continuity
HarvestCap,20260828,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.016666666667,0.066666666667,0.0,-0.049999999999999996,0.016666666667,Continuity
HarvestCap,20260829,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.0,0.033333333333,0.0,-0.033333333333,0.0,Continuity
HarvestCap,20260830,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.066666666667,0.083333333333,0.0,-0.016666666666000002,0.066666666667,Continuity
HarvestCap,20260831,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.033333333333,0.033333333333,0.0,0.0,0.033333333333,Continuity
HarvestCap,20260832,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.016666666667,0.083333333333,0.0,-0.06666666666599999,0.016666666667,Continuity
HarvestCap,20260833,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.016666666667,0.066666666667,0.0,-0.049999999999999996,0.016666666667,Continuity
HarvestCap,20260834,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.016666666667,0.05,0.0,-0.033333333333,0.016666666667,Continuity
HarvestCap,20260835,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.016666666667,0.05,0.0,-0.033333333333,0.016666666667,Continuity
HarvestCap,20260836,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.033333333333,0.05,0.0,-0.016666666667,0.033333333333,Continuity
HarvestCap,20260837,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.05,0.033333333333,0.0,0.016666666667,0.05,Continuity
HarvestCap,20260838,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.05,0.033333333333,0.0,0.016666666667,0.05,Continuity
HarvestCap,20260839,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.0,0.016666666667,0.0,-0.016666666667,0.0,Continuity
HarvestCap,20260840,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.0,0.033333333333,0.0,-0.033333333333,0.0,Continuity
HarvestCap,20260841,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.033333333333,0.083333333333,0.0,-0.049999999999999996,0.033333333333,Continuity
HarvestCap,20260842,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.033333333333,0.016666666667,0.0,0.016666666666000002,0.033333333333,Continuity
HarvestCap,20260843,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.016666666667,0.05,0.0,-0.033333333333,0.016666666667,Continuity
HarvestCap,20260844,Player-visible continuity,Continuity.CurrentGoalMismatchRate,paired_snapshots=60,0.016666666667,0.016666666667,0.0,0.0,0.016666666667,Continuity
HarvestCap,20260815,Player-visible continuity,Continuity.FirstActionMismatchRate,paired_snapshots=60,0.033333333333,0.016666666667,0.0,0.016666666666000002,0.033333333333,Continuity
HarvestCap,20260816,Player-visible continuity,Continuity.FirstActionMismatchRate,paired_snapshots=60,0.016666666667,0.05,0.0,-0.033333333333,0.016666666667,Continuity
HarvestCap,20260817,Player-visible continuity,Continuity.FirstActionMismatchRate,paired_snapshots=60,0.066666666667,0.1,0.0,-0.03333333333300001,0.066666666667,Continuity
HarvestCap,20260818,Player-visible continuity,Continuity.FirstActionMismatchRate,paired_snapshots=60,0.016666666667,0.016666666667,0.0,0.0,0.016666666667,Continuity
HarvestCap,20260819,Player-visible continuity,Continuity.FirstActionMismatchRate,paired_snapshots=60,0.016666666667,0.066666666667,0.0,-0.049999999999999996,0.016666666667,Continuity
