scenario,metric_group,metric,scale,n,proposed_median,proposed_q1,proposed_q3,proposed_mean,simple_median,simple_q1,simple_q3,simple_mean,per_agent_median,per_agent_q1,per_agent_q3,per_agent_mean,proposed_minus_simple_mean,proposed_minus_simple_bootstrap_ci_low,proposed_minus_simple_bootstrap_ci_high,proposed_wins_vs_simple,ties_vs_simple,proposed_loses_vs_simple,proposed_minus_per_agent_mean,proposed_minus_per_agent_bootstrap_ci_low,proposed_minus_per_agent_bootstrap_ci_high,proposed_wins_vs_per_agent,ties_vs_per_agent,proposed_loses_vs_per_agent,interpretation_class
RepairAid,Player-visible continuity,Continuity.MoneyNormalizedMAE,abs_error_div_max_1_abs_oracle,30,0.6983531746035,0.6049305555555,0.75917658730175,0.6879126984128666,2.009642857143,1.751984126984,2.17873015873,1.9676521164022334,0.0,0.0,0.0,0.0,-1.2797394179893666,-1.3626855158729625,-1.193760317460236,30,0,0,0.6879126984128666,0.651788359788565,0.7248532076721818,0,0,30,Continuity
RepairAid,Player-visible continuity,Continuity.PersistentIDMismatchRate,paired_snapshots=60,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,0.0,0.0,0.0,0,30,0,Continuity
RepairAid,Player-visible continuity,Continuity.ProfessionMismatchRate,paired_snapshots=60,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,0.0,0.0,0.0,0,30,0,Continuity
RepairAid,Player-visible continuity,Continuity.RepairCreditMAE,coin_per_paired_snapshot,30,0.0,0.0,0.0,0.0088888888889,0.0,0.0,0.0,0.011111111111066666,0.0,0.0,0.0,0.0,-0.0022222222221666673,-0.011111111111066668,0.005555555555633333,3,25,2,0.0088888888889,0.0027777777778,0.016111111111166664,0,23,7,Continuity
RepairAid,Player-visible continuity,Continuity.RepairCreditMismatchRate,paired_snapshots=60,30,0.0,0.0,0.0,0.0044444444445,0.0,0.0,0.0,0.0055555555556,0.0,0.0,0.0,0.0,-0.0011111111111,-0.005555555555533333,0.0022222222222666667,2,26,2,0.0044444444445,0.0016666666667000001,0.0077777777778333355,0,23,7,Continuity
RepairAid,Player-visible continuity,Continuity.RepairCreditNormalizedMAE,abs_error_div_max_1_abs_oracle,30,0.0,0.0,0.0,0.005833333333366666,0.0,0.0,0.0,0.0055555555556,0.0,0.0,0.0,0.0,0.0002777777777666664,-0.0050000000001333336,0.0063888888889,3,25,2,0.005833333333366666,0.0016666666667000001,0.011388888888966667,0,23,7,Continuity
RepairAid,Player-visible continuity,Continuity.TaskActiveStatusMismatchRate,paired_snapshots=60,30,0.9083333333335,0.866666666667,0.933333333333,0.8905555555555666,0.0916666666665,0.066666666667,0.133333333333,0.10944444444443333,0.0,0.0,0.0,0.0,0.7811111111111333,0.7411111111111333,0.8188888888888667,0,0,30,0.8905555555555666,0.8705555555555665,0.9094444444444334,0,0,30,Continuity
RepairAid,Player-visible continuity,Continuity.TaskRemainingHoursMAE,hours;paired_same_goal_active_snapshots=0,30,0.0,0.0,0.0,0.6758241758241667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6758241758241667,0.2,1.2567765567765332,0,24,6,0.6758241758241667,0.2,1.2567765567765332,0,24,6,Continuity
RepairAid,Policy-effect error,PolicyEffect.DamagedWaiting,N=100,30,0.0,0.0,0.0,0.0,0.002498265094,0.002498265094,0.002498265094,0.0020828128616666667,0.0,0.0,0.0,0.0,-0.0020828128616666667,-0.0024149895908333334,-0.0017504048116333338,30,0,0,0.0,0.0,0.0,0,30,0,Primary accuracy
RepairAid,Policy-effect error,PolicyEffect.ForestWood,16N=1600,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,0.0,0.0,0.0,0,30,0,Primary accuracy
RepairAid,Policy-effect error,PolicyEffect.MarketWoodAvailable,2N=200,30,0.0026648161,0.002331714087,0.0029562803605,0.002653712699466667,0.007494795281,0.007161693269,0.0079944483,0.009707610455766668,0.0,0.0,0.0,0.0,-0.0070538977563,-0.008939856581200835,-0.005467730742666667,30,0,0,0.002653712699466667,0.0025038167938333336,0.0028091603053,0,0,30,Primary accuracy
RepairAid,Policy-effect error,PolicyEffect.Repaired,N=100,30,0.0,0.0,0.0,0.0,0.002498265094,0.002498265094,0.002498265094,0.0020828128616666667,0.0,0.0,0.0,0.0,-0.0020828128616666667,-0.0024149895908333334,-0.0017504048116333338,30,0,0,0.0,0.0,0.0,0,30,0,Primary accuracy
RepairAid,Policy-effect error,PolicyEffect.TreasuryAvailable,5N=500,30,0.005696044414,0.003797362942,0.007594725885,0.005253018737,0.007594725885,0.005696044414,0.009493407356,0.007151700208199999,0.0,0.0,0.0,0.0,-0.0018986814711999997,-0.0018986814713666666,-0.0018986814710666667,30,0,0,0.005253018737,0.004177099236566667,0.006392227619666666,0,3,27,Primary accuracy
RepairAid,Policy-effect error,PolicyEffect.UnderRepair,N=100,30,0.0,0.0,0.0,0.0,0.000333102012,0.000333102012,0.000333102012,0.0002798982185,0.0,0.0,0.0,0.0,-0.0002798982185,-0.0003224612533,-0.00023687254196666667,30,0,0,0.0,0.0,0.0,0,30,0,Primary accuracy
RepairAid,Policy-effect error,PolicyEffect.WoodPrice,P0=1,30,0.0017985670855,0.0014697476022499999,0.00216621119025,0.0018198399052666667,0.014739171161,0.014459911392750002,0.015005394319,0.019028138500233334,0.0,0.0,0.0,0.0,-0.017208298594966667,-0.02224731393118417,-0.0134305560933025,30,0,0,0.0018198399052666667,0.0016770334666066668,0.0019654883817599995,0,0,30,Primary accuracy
RepairAid,Macro trajectory error,Trajectory.DamagedWaiting,N=100,30,0.0,0.0,0.0,0.0,0.007560721721,0.007560721721,0.007564191534,0.007562340966999999,0.0,0.0,0.0,0.0,-0.007562340966999999,-0.007563150589966666,-0.007561647004433333,30,0,0,0.0,0.0,0.0,0,30,0,Primary accuracy
RepairAid,Macro trajectory error,Trajectory.ForestWood,16N=1600,30,0.0,0.0,0.0,0.0,0.00330828889,0.00330828889,0.00330828889,0.00330828889,0.0,0.0,0.0,0.0,-0.00330828889,-0.0033082888899999994,-0.003308288889999998,30,0,0,0.0,0.0,0.0,0,30,0,Primary accuracy
RepairAid,Macro trajectory error,Trajectory.MarketWoodAvailable,2N=200,30,0.000666204025,0.000499653019,0.000832755031,0.0006273421234333332,0.150624566273,0.150291464261,0.16027758501,0.15502382604666665,0.0,0.0,0.0,0.0,-0.15439648392323332,-0.15670992366416667,-0.15241036317366669,30,0,0,0.0006273421234333332,0.0005329632198333334,0.0007272727271333333,0,0,30,Primary accuracy
RepairAid,Macro trajectory error,Trajectory.Repaired,N=100,30,0.0,0.0,0.0,0.0,0.007560721721,0.007560721721,0.007564191534,0.007562340966999999,0.0,0.0,0.0,0.0,-0.007562340966999999,-0.007563150589966666,-0.007561647004433333,30,0,0,0.0,0.0,0.0,0,30,0,Primary accuracy
RepairAid,Macro trajectory error,Trajectory.TreasuryAvailable,5N=500,30,0.005696044414,0.003797362942,0.007594725885,0.005253018737,0.007594725885,0.005696044414,0.009493407356,0.007151700208199999,0.0,0.0,0.0,0.0,-0.0018986814711999997,-0.0018986814713666666,-0.0018986814710666667,30,0,0,0.005253018737,0.004177099236566667,0.006392227619666666,0,3,27,Primary accuracy
RepairAid,Macro trajectory error,Trajectory.UnderRepair,N=100,30,0.0,0.0,0.0,0.0,0.001075641915,0.001075641915,0.001082581541,0.0010788804070666666,0.0,0.0,0.0,0.0,-0.0010788804070666666,-0.0010804996530666667,-0.0010774924819,30,0,0,0.0,0.0,0.0,0,30,0,Primary accuracy
RepairAid,Macro trajectory error,Trajectory.WoodPrice,P0=1,30,0.000484339711,0.000356114438,0.000617871266,0.00046091333620000005,0.561602868435,0.561506055056,0.573367644118,0.5670613444858333,0.0,0.0,0.0,0.0,-0.5666004311496333,-0.5693438419461399,-0.5642181660655825,30,0,0,0.00046091333620000005,0.0003862862056724999,0.0005377749785049998,0,0,30,Primary accuracy
